#Supplemental Data. Wilkins et al. Plant Cell (2016) 10.1105/tpc.16.00158.,,,,,,,,
#Supplemental Data Set 1: Differentially expressed genes,,,,,,,,
,,,,,,,,
gene,HEAT_UP,HEAT_DOWN,RECOV_HEAT_UP,RECOV_HEAT_DOWN,DROUGHT_UP,DROUGHT_DOWN,RECOV_DROUGHT_UP,RECOV_DROUGHT_DOWN
LOC_Os04g51796,0,0,0,0,1,0,1,0
LOC_Os04g51820,0,0,0,0,6,0,3,0
LOC_Os04g51950,0,0,0,0,1,0,0,0
LOC_Os04g52110,0,0,0,0,1,0,0,0
LOC_Os04g52210,0,7,0,0,0,0,0,0
LOC_Os04g52440,0,0,1,0,0,0,0,0
LOC_Os04g52730,0,0,0,0,1,0,0,0
LOC_Os04g52840,0,0,0,0,0,0,1,0
LOC_Os04g53180,0,0,0,0,0,1,0,0
LOC_Os04g53190,0,0,0,0,4,0,0,0
LOC_Os04g53370,0,0,0,1,0,0,0,0
LOC_Os04g53496,3,0,0,0,0,0,0,0
LOC_Os04g53750,0,0,0,0,3,0,0,0
LOC_Os04g53780,1,0,0,0,0,0,0,0
LOC_Os04g53990,0,0,0,0,2,0,1,0
LOC_Os04g53994,0,0,0,0,2,0,1,0
LOC_Os04g54740,0,0,0,0,1,0,0,0
LOC_Os04g55710,0,1,0,0,0,0,0,0
LOC_Os04g55970,0,0,0,0,1,0,0,0
LOC_Os04g56430,1,0,0,0,0,0,0,0
LOC_Os04g56470,0,0,0,0,1,0,0,0
LOC_Os04g56690,0,0,0,0,1,0,0,0
LOC_Os04g57160,0,0,0,0,3,0,0,0
LOC_Os04g57320,0,0,0,0,3,0,0,0
LOC_Os04g57540,0,0,0,0,8,0,2,0
LOC_Os04g57550,0,0,0,0,2,0,1,0
LOC_Os04g57720,0,0,0,0,0,0,0,3
LOC_Os04g57739,4,0,0,0,0,0,0,0
LOC_Os04g57760,0,0,0,0,2,0,0,0
LOC_Os04g57810,0,0,0,0,2,0,0,0
LOC_Os04g58030,0,0,0,0,7,0,1,0
LOC_Os04g58190,7,0,0,0,3,0,0,0
LOC_Os04g58420,0,0,0,0,1,0,0,0
LOC_Os04g58590,0,0,0,0,1,0,0,0
LOC_Os04g58810,0,0,0,0,0,0,1,0
LOC_Os04g58890,0,0,0,0,1,0,1,0
LOC_Os04g59330,0,1,0,0,0,0,0,0
LOC_Os04g59420,0,0,0,0,2,0,0,0
LOC_Os04g59540,0,0,0,0,6,0,1,0
LOC_Os05g01140,0,0,0,0,2,0,0,0
LOC_Os05g01310,11,0,0,0,0,0,0,0
LOC_Os05g02040,12,0,0,0,0,0,0,0
LOC_Os05g02450,0,0,0,0,5,0,0,0
LOC_Os05g02580,0,0,0,0,1,0,0,0
LOC_Os05g02970,1,0,0,0,0,0,0,0
LOC_Os05g03060,1,0,0,0,0,0,0,0
LOC_Os05g03070,0,0,0,0,1,0,0,0
LOC_Os05g03100,0,0,0,0,1,0,0,0
LOC_Os05g03120,0,1,0,0,0,0,0,0
LOC_Os05g03130,0,0,0,0,8,0,1,0
LOC_Os05g03590,0,0,0,0,11,0,4,0
LOC_Os05g03620,0,0,0,0,2,0,1,0
LOC_Os05g03750,1,0,1,0,0,0,0,0
LOC_Os05g03910,19,0,0,0,0,0,0,0
LOC_Os05g03920,0,0,0,0,8,0,2,0
LOC_Os05g04150,1,0,0,0,0,0,0,0
LOC_Os05g04700,0,0,0,0,10,0,4,0
LOC_Os05g04820,0,1,0,0,0,0,0,0
LOC_Os05g05390,3,0,0,0,0,0,0,0
LOC_Os05g06440,14,0,0,0,0,0,0,0
LOC_Os05g07090,0,0,0,0,1,0,0,0
LOC_Os05g07810,1,0,0,0,1,0,0,0
LOC_Os05g07890,0,0,0,0,4,0,1,0
LOC_Os05g07940,4,0,0,0,4,0,0,0
LOC_Os05g08420,0,0,0,0,2,0,0,0
LOC_Os05g08440,4,0,0,0,0,0,0,0
LOC_Os05g08554,0,1,0,0,0,0,0,0
LOC_Os05g08620,0,0,0,0,1,0,0,0
LOC_Os05g08900,0,0,0,0,0,0,1,0
LOC_Os05g09440,1,0,0,0,0,0,0,0
LOC_Os05g09550,9,0,0,0,0,0,0,0
LOC_Os05g10310,0,0,0,0,1,0,0,0
LOC_Os05g10620,0,0,0,0,2,0,1,0
LOC_Os05g10640,0,0,0,0,1,0,0,0
LOC_Os05g10670,0,0,0,0,14,0,6,0
LOC_Os05g10690,0,0,0,0,4,0,0,0
LOC_Os05g10930,0,0,0,0,7,0,0,0
LOC_Os05g11140,12,0,0,0,0,0,0,0
LOC_Os05g11210,0,0,0,0,0,3,0,0
LOC_Os05g11610,0,0,0,0,9,0,2,0
LOC_Os05g11620,0,0,0,0,12,0,6,0
LOC_Os05g11810,0,0,0,0,1,0,0,0
LOC_Os05g11910,0,0,0,0,2,0,0,0
LOC_Os05g12040,0,0,0,0,6,0,3,0
LOC_Os05g13360,0,0,0,0,0,1,0,0
LOC_Os05g13370,1,0,0,0,0,0,0,0
LOC_Os05g15530,0,0,0,0,1,0,0,0
LOC_Os05g16300,0,0,0,0,3,0,0,0
LOC_Os05g16824,0,0,0,0,2,0,0,0
LOC_Os05g21180,0,0,0,0,6,0,0,0
LOC_Os05g22840,5,5,4,1,2,4,1,1
LOC_Os05g23140,28,0,5,0,0,0,0,0
LOC_Os05g23250,11,0,0,0,0,0,0,0
LOC_Os05g23740,11,0,0,0,0,0,0,0
LOC_Os05g24930,3,0,0,0,0,0,0,0
LOC_Os05g25260,0,0,0,0,1,0,0,0
LOC_Os05g25640,0,0,0,0,1,0,0,0
LOC_Os05g25890,0,0,0,0,1,0,0,0
LOC_Os05g25920,0,0,0,0,9,0,1,0
LOC_Os05g26870,0,0,0,0,1,0,0,0
LOC_Os05g29030,0,0,0,0,1,0,0,0
LOC_Os05g29750,0,0,0,0,0,1,0,0
LOC_Os05g29810,0,0,0,0,1,0,0,0
LOC_Os05g29990,0,0,0,0,3,0,0,0
LOC_Os05g30140,6,0,0,0,0,0,0,0
LOC_Os05g30410,11,0,0,0,0,0,0,0
LOC_Os05g30454,5,0,0,0,0,0,0,0
LOC_Os05g30750,2,0,0,0,0,0,0,0
LOC_Os05g31020,3,0,0,0,0,0,0,0
LOC_Os05g31550,0,0,0,0,1,0,0,0
LOC_Os05g31740,0,0,0,0,2,0,0,0
LOC_Os05g32320,0,0,0,0,4,0,1,0
LOC_Os05g33400,0,0,0,0,2,0,0,0
LOC_Os05g33710,5,0,0,0,0,0,0,0
LOC_Os05g33820,7,0,0,0,0,0,0,0
LOC_Os05g33960,0,0,0,0,5,0,1,0
LOC_Os05g34050,3,0,0,0,0,0,0,0
LOC_Os05g34770,1,0,0,0,0,0,0,0
LOC_Os05g34830,0,0,0,0,9,0,1,0
LOC_Os05g35400,3,0,0,0,0,0,0,0
LOC_Os05g35970,11,0,0,0,0,0,0,0
LOC_Os05g36260,0,0,0,0,5,0,4,0
LOC_Os05g37060,0,0,0,0,7,0,0,0
LOC_Os05g37190,0,0,0,0,1,0,1,0
LOC_Os05g37250,0,0,0,0,1,0,1,0
LOC_Os05g37520,0,0,0,0,1,0,0,0
LOC_Os05g37530,0,0,0,0,1,0,0,0
LOC_Os05g37660,0,0,0,0,8,0,2,0
LOC_Os05g37700,0,0,0,0,3,0,0,0
LOC_Os05g38150,0,0,0,0,1,0,0,0
LOC_Os05g38270,6,0,0,7,0,0,0,0
LOC_Os05g38280,19,0,0,0,0,0,0,0
LOC_Os05g38290,0,0,0,0,14,0,2,0
LOC_Os05g38370,2,0,0,0,0,0,0,0
LOC_Os05g38530,17,0,0,0,0,0,0,0
LOC_Os05g38660,0,0,0,0,9,0,1,0
LOC_Os05g38710,7,0,0,0,1,0,0,0
LOC_Os05g38980,0,0,0,0,10,0,2,0
LOC_Os05g39050,0,0,0,0,2,0,0,0
LOC_Os05g39060,0,0,0,0,3,0,1,0
LOC_Os05g39250,1,0,0,0,3,0,0,0
LOC_Os05g39720,0,0,0,0,1,0,0,0
LOC_Os05g39770,0,0,0,0,1,0,4,0
LOC_Os05g39800,0,0,0,0,0,2,0,0
LOC_Os05g39930,0,0,0,0,1,0,0,0
LOC_Os05g39990,0,0,0,0,0,2,0,0
LOC_Os05g40630,0,0,0,0,6,0,0,0
LOC_Os05g40960,0,0,0,0,0,1,0,0
LOC_Os05g41150,0,0,0,0,5,0,1,0
LOC_Os05g41480,0,0,0,0,1,0,0,0
LOC_Os05g41490,0,0,0,0,15,0,2,0
LOC_Os05g41620,0,0,0,0,1,0,0,0
LOC_Os05g41880,13,0,1,0,0,0,0,0
LOC_Os05g42040,0,0,0,0,11,0,3,0
LOC_Os05g42070,0,0,0,0,2,0,0,0
LOC_Os05g42210,0,0,0,0,1,0,0,0
LOC_Os05g42270,0,0,0,0,1,0,0,0
LOC_Os05g42360,0,0,0,0,1,0,0,0
LOC_Os05g43240,0,0,0,0,1,0,0,0
LOC_Os05g43860,0,0,0,0,0,1,0,0
LOC_Os05g43940,0,0,0,0,1,0,0,0
LOC_Os05g44060,0,0,0,0,2,0,1,0
LOC_Os05g44340,32,0,1,0,0,0,0,0
LOC_Os05g44350,3,0,0,0,0,0,0,0
LOC_Os05g44600,0,0,0,0,1,0,0,0
LOC_Os05g44610,0,0,0,0,1,0,0,0
LOC_Os05g44810,0,0,0,0,1,0,0,0
LOC_Os05g44900,0,0,0,0,1,0,0,0
LOC_Os05g44910,1,0,0,0,0,0,0,0
LOC_Os05g45100,0,0,0,0,2,0,1,0
LOC_Os05g45180,0,0,0,0,0,1,0,0
LOC_Os05g45300,0,0,0,0,1,0,0,0
LOC_Os05g45320,0,0,0,0,3,0,0,0
LOC_Os05g45750,8,0,0,0,0,0,0,0
LOC_Os05g45830,11,0,0,0,0,0,0,0
LOC_Os05g45860,0,0,0,0,1,0,0,0
LOC_Os05g46020,0,0,0,0,2,0,1,0
LOC_Os05g46040,0,0,0,0,9,0,0,0
LOC_Os05g46240,0,0,0,0,2,0,0,0
LOC_Os05g46290,24,0,1,0,0,0,0,0
LOC_Os05g46340,0,0,0,0,5,0,0,0
LOC_Os05g46350,0,0,0,0,6,0,1,0
LOC_Os05g46370,0,0,0,0,1,0,0,0
LOC_Os05g46460,0,0,0,0,8,0,0,0
LOC_Os05g46480,1,0,0,0,5,0,1,0
LOC_Os05g46510,0,0,0,0,4,0,0,0
LOC_Os05g46840,0,0,0,0,1,0,0,0
LOC_Os05g47490,0,0,0,0,1,0,0,0
LOC_Os05g47540,0,0,0,0,0,2,0,3
LOC_Os05g47545,0,0,0,0,0,1,0,1
LOC_Os05g47650,0,0,0,0,2,0,2,0
LOC_Os05g47730,0,0,0,0,0,0,1,0
LOC_Os05g48150,0,0,0,0,5,0,0,0
LOC_Os05g48260,0,0,0,0,1,0,0,0
LOC_Os05g48330,0,0,0,0,6,0,1,0
LOC_Os05g48670,2,0,0,0,0,0,0,0
LOC_Os05g48700,0,0,0,0,3,0,0,0
LOC_Os05g48810,10,0,0,0,0,0,0,0
LOC_Os05g49080,2,0,0,0,0,0,0,0
LOC_Os05g49170,0,0,0,0,3,0,0,0
LOC_Os05g49420,0,0,0,0,5,0,1,0
LOC_Os05g49684,0,0,0,0,1,0,0,0
LOC_Os05g49700,0,0,0,0,1,0,0,0
LOC_Os05g49730,0,0,0,0,3,0,1,0
LOC_Os05g49770,0,0,0,0,16,0,3,0
LOC_Os05g49880,0,0,0,0,0,1,0,0
LOC_Os05g49900,0,0,0,0,4,0,0,0
LOC_Os05g50100,0,0,0,0,4,0,0,0
LOC_Os05g50260,0,0,0,0,4,0,0,0
LOC_Os05g50380,0,0,0,0,2,0,1,0
LOC_Os05g50570,0,0,0,0,1,0,0,0
LOC_Os05g50600,0,0,0,0,1,0,0,0
LOC_Os05g50610,0,0,0,0,7,0,1,0
LOC_Os05g51110,9,0,0,0,0,0,0,0
LOC_Os05g51130,0,0,0,0,11,0,2,0
LOC_Os05g51240,0,0,0,0,0,1,0,1
LOC_Os05g51390,0,0,0,0,1,0,0,0
LOC_Os05g51570,0,1,0,0,0,0,0,0
LOC_Os05g51620,0,0,0,0,0,1,0,0
LOC_Os05g51670,1,0,0,0,11,0,1,0
LOC_Os05g51680,0,0,0,0,7,0,1,0
LOC_Os06g01200,7,0,0,0,0,0,0,0
LOC_Os06g01966,0,0,0,0,0,1,0,0
LOC_Os06g02040,0,0,0,0,2,0,1,0
LOC_Os06g02380,2,0,0,0,0,0,0,0
LOC_Os06g02620,11,0,0,0,0,0,0,0
LOC_Os06g02730,0,1,0,0,0,0,0,0
LOC_Os06g02780,0,1,0,0,0,0,0,0
LOC_Os06g03670,0,0,0,0,14,0,3,0
LOC_Os06g03930,0,4,0,7,0,0,0,0
LOC_Os06g03970,0,1,0,0,0,0,0,0
LOC_Os06g04020,6,0,0,0,0,0,0,0
LOC_Os06g04040,2,0,0,0,0,0,0,0
LOC_Os06g04080,0,0,0,0,2,0,0,0
LOC_Os06g04230,0,0,0,0,2,0,1,0
LOC_Os06g04240,13,0,0,0,1,0,1,0
LOC_Os06g04250,0,0,0,0,0,1,0,0
LOC_Os06g04390,10,0,0,0,0,0,0,0
LOC_Os06g04510,0,0,1,0,0,0,0,0
LOC_Os06g04790,0,0,0,0,3,0,0,0
LOC_Os06g04889,0,0,0,0,11,0,5,0
LOC_Os06g04900,0,0,0,0,1,0,0,0
LOC_Os06g04990,0,0,0,0,6,0,0,0
LOC_Os06g05020,0,0,0,0,1,0,0,0
LOC_Os06g05130,0,0,0,0,2,0,0,0
LOC_Os06g05359,0,0,0,0,0,1,0,0
LOC_Os06g05420,0,0,0,0,8,0,0,0
LOC_Os06g05430,0,0,0,0,8,0,4,0
LOC_Os06g05470,1,0,0,0,1,0,0,0
LOC_Os06g05740,17,0,2,0,0,0,0,0
LOC_Os06g06360,0,0,0,0,3,0,0,0
LOC_Os06g06490,9,0,0,0,0,0,0,0
LOC_Os06g07030,0,0,0,0,5,0,0,0
LOC_Os06g07120,0,0,0,0,0,1,0,0
LOC_Os06g07220,0,0,0,0,0,0,1,0
LOC_Os06g07600,1,0,0,0,1,0,0,0
LOC_Os06g08090,0,1,0,0,0,0,0,0
LOC_Os06g09560,27,0,0,0,0,0,0,0
LOC_Os06g09820,15,0,0,0,0,0,0,0
LOC_Os06g09880,1,0,1,0,0,0,0,0
LOC_Os06g10130,0,0,0,0,1,0,0,0
LOC_Os06g10210,0,0,0,0,8,0,2,0
LOC_Os06g10510,0,0,0,0,1,0,0,0
LOC_Os06g10520,0,0,0,0,1,0,1,0
LOC_Os06g10750,0,0,0,0,0,0,1,0
LOC_Os06g10780,0,0,0,0,1,0,0,0
LOC_Os06g10820,0,0,0,0,3,0,1,0
LOC_Os06g10880,0,0,0,0,2,0,0,0
LOC_Os06g11090,0,0,0,0,2,0,0,0
LOC_Os06g11210,0,0,0,0,2,0,0,0
LOC_Os06g11290,0,0,0,0,1,0,0,0
LOC_Os06g11440,14,0,0,0,0,0,0,0
LOC_Os06g11600,0,0,0,0,0,0,1,0
LOC_Os06g11610,18,0,0,0,0,0,0,0
LOC_Os06g11660,0,0,0,0,1,0,0,0
LOC_Os06g11980,0,0,0,0,13,0,5,0
LOC_Os06g12370,27,0,2,0,0,0,0,0
LOC_Os06g12530,12,0,0,0,0,0,0,0
LOC_Os06g12660,0,0,0,0,0,1,0,0
LOC_Os06g12940,8,0,0,0,0,0,0,0
LOC_Os06g13560,0,1,0,0,0,0,0,0
LOC_Os06g13580,11,0,0,0,0,0,0,0
LOC_Os06g13720,0,0,0,0,3,0,1,0
LOC_Os06g13870,0,0,0,0,1,0,0,0
LOC_Os06g14240,25,0,1,0,0,0,0,0
LOC_Os06g14670,0,0,0,0,8,0,0,0
LOC_Os06g15390,1,0,0,0,0,0,0,0
LOC_Os06g15810,9,0,0,0,0,0,0,0
LOC_Os06g15820,2,0,0,0,0,0,0,0
LOC_Os06g16370,0,0,0,0,1,0,0,0
LOC_Os06g16640,0,20,0,6,0,0,0,0
LOC_Os06g17970,0,0,0,0,0,1,0,0
LOC_Os06g18670,0,0,0,0,0,0,0,1
LOC_Os06g19530,0,0,0,0,0,1,0,0
LOC_Os06g19630,0,0,0,0,9,0,2,0
LOC_Os06g19690,0,0,0,0,1,0,0,0
LOC_Os06g20920,0,1,0,0,0,0,0,0
LOC_Os06g21110,0,2,0,0,0,0,0,0
LOC_Os06g21330,7,0,0,0,0,0,0,0
LOC_Os06g22030,2,0,0,0,0,0,0,0
LOC_Os06g23350,0,0,0,0,2,0,0,0
LOC_Os06g24990,1,0,0,0,6,0,2,0
LOC_Os06g25010,0,0,0,0,5,0,1,0
LOC_Os06g25800,0,0,0,0,1,0,0,0
LOC_Os06g27860,0,0,0,0,0,1,0,1
LOC_Os06g28630,0,1,0,0,0,0,0,0
LOC_Os06g29260,0,0,0,0,0,0,0,1
LOC_Os06g29790,0,0,0,0,0,1,0,0
LOC_Os06g30370,0,0,0,0,11,0,7,0
LOC_Os06g30970,8,0,0,0,0,0,0,0
LOC_Os06g33200,1,0,0,0,0,0,0,0
LOC_Os06g33970,0,0,0,0,1,0,0,0
LOC_Os06g34830,0,0,0,0,1,0,0,0
LOC_Os06g35630,0,1,0,0,0,0,0,0
LOC_Os06g35960,0,0,0,0,7,0,0,0
LOC_Os06g36450,0,0,0,0,0,1,0,0
LOC_Os06g36930,15,0,0,0,0,0,0,0
LOC_Os06g36940,12,0,0,0,0,0,0,0
LOC_Os06g37140,1,0,0,0,0,0,0,0
LOC_Os06g37150,0,0,0,0,0,0,3,0
LOC_Os06g38490,0,0,0,0,1,0,0,0
LOC_Os06g38670,0,0,0,0,1,0,0,0
LOC_Os06g39240,15,0,0,0,0,0,0,0
LOC_Os06g39260,16,0,0,0,0,0,0,0
LOC_Os06g40030,0,0,0,0,1,0,0,0
LOC_Os06g40170,0,0,0,0,2,0,1,0
LOC_Os06g40500,0,0,0,0,0,0,0,1
LOC_Os06g40570,0,0,0,0,1,0,0,0
LOC_Os06g40818,0,1,0,0,0,1,0,0
LOC_Os06g41450,0,0,0,0,0,1,0,0
LOC_Os06g41670,0,0,0,0,1,0,0,0
LOC_Os06g41770,5,0,0,0,0,0,0,0
LOC_Os06g42120,0,0,0,0,1,0,0,0
LOC_Os06g43020,0,0,0,0,6,0,0,0
LOC_Os06g43080,0,0,0,0,1,0,0,0
LOC_Os06g43090,0,0,0,0,3,0,0,0
LOC_Os06g43430,0,0,0,0,0,1,0,0
LOC_Os06g43510,0,0,0,0,0,1,0,0
LOC_Os06g43600,0,0,0,0,1,0,2,0
LOC_Os06g44010,0,0,0,0,2,0,1,0
LOC_Os06g44260,0,0,0,0,1,0,0,0
LOC_Os06g44610,0,0,0,0,0,1,0,0
LOC_Os06g45184,1,0,0,0,3,0,0,0
LOC_Os06g45540,1,0,0,0,0,0,0,0
LOC_Os06g45570,0,0,0,0,3,0,0,0
LOC_Os06g45710,51,0,12,0,1,0,1,0
LOC_Os06g45850,1,0,0,0,0,0,0,0
LOC_Os06g45880,0,0,0,0,1,0,0,0
LOC_Os06g45990,0,0,0,0,2,0,0,0
LOC_Os06g46060,1,0,0,0,0,0,0,0
LOC_Os06g46740,1,0,0,0,7,0,2,0
LOC_Os06g46880,4,0,0,0,0,0,0,0
LOC_Os06g46900,27,0,0,0,0,0,0,0
LOC_Os06g46920,0,0,0,0,8,0,3,0
LOC_Os06g46950,0,0,0,0,4,0,0,0
LOC_Os06g47310,0,0,0,0,0,2,0,0
LOC_Os06g47620,0,0,0,0,2,0,0,0
LOC_Os06g47910,7,0,0,0,0,0,0,0
LOC_Os06g47930,0,3,0,0,0,0,0,0
LOC_Os06g48030,0,0,0,0,2,0,2,0
LOC_Os06g48040,0,0,0,0,1,0,0,0
LOC_Os06g48160,0,0,0,0,3,0,6,0
LOC_Os06g48210,2,0,0,0,0,0,0,0
LOC_Os06g48300,0,0,0,0,10,0,2,0
LOC_Os06g48810,0,0,0,0,0,0,2,0
LOC_Os06g48950,0,0,0,0,1,0,0,0
LOC_Os06g49000,1,0,0,0,0,0,0,0
LOC_Os06g49030,12,0,0,0,0,0,0,0
LOC_Os06g49190,0,0,0,0,1,0,2,0
LOC_Os06g49430,0,0,0,0,7,0,1,0
LOC_Os06g49520,0,0,0,0,0,1,0,0
LOC_Os06g49640,0,0,0,0,1,0,0,0
LOC_Os06g49890,0,0,0,0,2,0,0,0
LOC_Os06g50080,6,0,0,0,0,0,0,0
LOC_Os06g50300,25,0,0,0,0,0,0,0
LOC_Os06g50900,0,0,0,0,1,0,0,0
LOC_Os06g50950,0,0,0,0,6,0,3,0
LOC_Os06g51100,12,0,0,0,0,0,0,0
LOC_Os06g51260,3,0,0,1,0,0,0,0
LOC_Os06g51370,0,0,0,0,2,0,0,0
LOC_Os07g01340,0,0,0,0,5,0,0,0
LOC_Os07g01810,0,0,0,0,2,0,0,0
LOC_Os07g02460,0,0,0,0,1,0,1,0
LOC_Os07g03020,0,0,0,0,1,0,0,0
LOC_Os07g03050,0,0,0,0,1,0,0,0
LOC_Os07g03120,0,0,0,0,8,0,5,0
LOC_Os07g04040,0,0,0,0,1,0,0,0
LOC_Os07g05365,0,0,0,0,10,0,6,0
LOC_Os07g05370,0,0,0,0,8,0,4,0
LOC_Os07g05620,0,0,0,0,1,0,0,0
LOC_Os07g05940,0,0,0,0,17,0,4,0
LOC_Os07g06470,0,0,0,0,0,1,0,0
LOC_Os07g06850,0,0,0,0,1,0,0,0
LOC_Os07g07040,0,0,0,0,5,0,2,0
LOC_Os07g07320,0,0,1,0,0,0,0,0
LOC_Os07g07410,0,0,0,0,4,0,1,0
LOC_Os07g07550,5,0,0,0,0,0,0,0
LOC_Os07g07900,0,0,0,0,0,2,0,0
LOC_Os07g07974,0,0,0,0,10,0,3,0
LOC_Os07g07990,0,0,0,0,2,0,0,0
LOC_Os07g08140,0,0,0,0,4,0,0,0
LOC_Os07g08150,0,0,0,1,0,0,0,0
LOC_Os07g08240,1,0,0,0,0,0,0,0
LOC_Os07g08320,0,0,0,0,1,0,1,0
LOC_Os07g08729,8,0,0,0,0,0,0,0
LOC_Os07g08840,1,0,0,0,0,0,0,0
LOC_Os07g09050,0,0,0,0,8,0,2,0
LOC_Os07g09190,0,1,0,0,1,0,0,0
LOC_Os07g09420,0,0,0,0,4,0,0,0
LOC_Os07g09670,4,0,0,0,3,0,1,0
LOC_Os07g09680,0,0,0,0,1,0,0,0
LOC_Os07g09950,1,0,0,0,0,0,0,0
LOC_Os07g10500,11,0,0,0,0,0,0,0
LOC_Os07g10840,0,0,0,0,3,0,1,0
LOC_Os07g10850,3,0,0,0,0,0,0,0
LOC_Os07g11300,1,0,0,0,0,0,0,0
LOC_Os07g12810,2,0,0,0,0,0,0,0
LOC_Os07g13770,0,0,0,0,0,1,0,0
LOC_Os07g14150,0,0,0,0,8,0,3,0
LOC_Os07g14270,13,0,1,0,0,0,0,0
LOC_Os07g14310,3,0,0,0,0,0,0,0
LOC_Os07g14850,0,0,0,0,1,0,0,0
LOC_Os07g16364,6,0,0,0,0,0,0,0
LOC_Os07g16970,0,0,0,0,3,0,0,0
LOC_Os07g17330,0,0,0,0,2,0,0,0
LOC_Os07g18990,0,0,0,0,0,0,3,0
LOC_Os07g19030,2,0,0,0,0,0,0,0
LOC_Os07g23540,0,0,0,0,1,0,0,0
LOC_Os07g23570,2,0,0,0,1,0,0,0
LOC_Os07g24000,0,0,0,0,6,0,0,0
LOC_Os07g24230,4,0,0,0,0,0,0,0
LOC_Os07g25540,1,0,0,0,0,0,0,0
LOC_Os07g25700,0,0,0,0,7,0,1,0
LOC_Os07g26630,1,0,0,0,0,0,0,0
LOC_Os07g26940,8,0,0,0,0,0,0,0
LOC_Os07g27880,0,0,0,0,0,2,0,5
LOC_Os07g28920,0,0,0,0,1,0,0,0
LOC_Os07g29794,4,0,0,0,0,0,0,0
LOC_Os07g30150,0,0,0,0,0,1,0,0
LOC_Os07g30620,0,0,0,0,0,1,0,0
LOC_Os07g30950,0,0,0,0,0,1,0,0
LOC_Os07g31540,7,0,0,0,0,0,0,0
LOC_Os07g32170,0,1,0,0,0,0,0,0
LOC_Os07g32560,0,0,0,0,0,1,0,0
LOC_Os07g33050,3,0,0,0,0,0,0,0
LOC_Os07g33280,0,0,0,0,7,0,0,0
LOC_Os07g33350,0,0,0,0,0,1,0,0
LOC_Os07g34280,0,0,0,0,1,0,0,0
LOC_Os07g34390,0,0,0,0,1,0,0,0
LOC_Os07g34520,1,0,0,0,1,0,0,0
LOC_Os07g34570,1,0,1,0,0,0,0,0
LOC_Os07g35140,0,0,0,0,1,0,0,0
LOC_Os07g35330,0,1,0,0,0,0,0,0
LOC_Os07g35340,0,0,0,0,1,0,0,0
LOC_Os07g35600,2,0,0,0,0,0,0,0
LOC_Os07g36170,0,0,0,0,2,0,0,0
LOC_Os07g36400,0,0,0,0,2,0,0,0
LOC_Os07g36430,0,0,0,0,2,0,0,0
LOC_Os07g36490,26,0,0,0,0,0,0,0
LOC_Os07g36544,0,0,0,0,3,0,0,0
LOC_Os07g37210,0,0,0,0,3,0,0,0
LOC_Os07g37320,0,0,0,0,6,0,1,0
LOC_Os07g37400,5,0,0,0,8,0,1,0
LOC_Os07g37610,0,0,0,0,2,0,3,0
LOC_Os07g37620,0,0,0,0,8,0,1,0
LOC_Os07g37730,0,0,0,0,3,0,0,0
LOC_Os07g37920,0,0,0,0,1,0,0,0
LOC_Os07g38130,0,0,0,0,11,0,11,0
LOC_Os07g38170,0,0,0,0,8,0,1,0
LOC_Os07g38290,0,0,0,0,1,0,1,0
LOC_Os07g38570,0,0,0,0,1,0,0,0
LOC_Os07g38790,0,0,0,0,0,0,0,1
LOC_Os07g38840,0,0,0,0,2,0,0,0
LOC_Os07g39210,0,0,0,0,1,0,0,0
LOC_Os07g39280,0,0,0,0,3,0,1,0
LOC_Os07g39460,0,0,0,0,1,0,0,0
LOC_Os07g39520,0,0,0,0,2,0,0,0
LOC_Os07g39880,0,0,0,0,3,0,0,0
LOC_Os07g40240,0,0,0,0,4,0,0,0
LOC_Os07g40290,0,0,0,0,3,0,0,0
LOC_Os07g40630,0,0,0,0,1,0,0,0
LOC_Os07g41160,0,0,0,0,12,0,0,0
LOC_Os07g41200,0,0,0,0,1,0,0,0
LOC_Os07g41310,0,0,0,0,2,0,1,0
LOC_Os07g41370,0,0,0,0,2,0,0,0
LOC_Os07g41600,0,0,0,0,1,0,0,0
LOC_Os07g42220,0,0,0,0,2,0,0,0
LOC_Os07g42260,0,0,0,0,1,0,0,0
LOC_Os07g42280,0,0,0,0,15,0,3,0
LOC_Os07g42324,0,0,0,0,0,1,0,0
LOC_Os07g42380,6,0,0,0,0,0,0,0
LOC_Os07g42490,0,0,0,0,1,0,0,0
LOC_Os07g42626,0,0,0,0,6,0,6,0
LOC_Os07g42910,0,0,0,0,0,0,1,0
LOC_Os07g43350,0,0,0,0,1,0,0,0
LOC_Os07g43370,0,0,0,0,0,1,0,0
LOC_Os07g43470,2,0,0,0,0,0,0,0
LOC_Os07g43570,0,0,1,0,0,0,0,0
LOC_Os07g43604,1,0,0,0,0,0,0,0
LOC_Os07g43740,7,0,0,0,0,0,0,0
LOC_Os07g43820,0,0,0,0,1,0,0,0
LOC_Os07g43950,7,0,0,0,2,0,1,0
LOC_Os07g43970,0,0,0,0,3,0,1,0
LOC_Os07g44140,0,0,0,0,2,0,0,0
LOC_Os07g44170,0,0,0,0,1,0,0,0
LOC_Os07g44180,0,0,0,0,2,0,0,0
LOC_Os07g44740,15,0,0,0,0,0,0,0
LOC_Os07g44850,0,0,0,0,2,0,0,0
LOC_Os07g44950,8,0,0,0,0,0,0,0
LOC_Os07g45120,0,0,0,0,1,0,0,0
LOC_Os07g45260,0,0,0,0,2,0,0,0
